cm-1;%T
891,00;90,53
890,00;90,61
889,00;90,71
888,00;90,85
887,00;91,01
886,00;91,20
885,00;91,38
884,00;91,54
883,00;91,67
882,00;91,76
881,00;91,82
880,00;91,88
879,00;91,94
878,00;92,01
877,00;92,09
876,00;92,19
875,00;92,29
874,00;92,39
873,00;92,47
872,00;92,54
871,00;92,60
870,00;92,65
869,00;92,69
868,00;92,73
867,00;92,76
866,00;92,79
865,00;92,81
864,00;92,83
863,00;92,84
862,00;92,85
861,00;92,86
860,00;92,87
859,00;92,87
858,00;92,88
857,00;92,89
856,00;92,89
855,00;92,90
854,00;92,90
853,00;92,89
852,00;92,87
851,00;92,85
850,00;92,83
849,00;92,84
848,00;92,88
847,00;92,92
846,00;92,95
845,00;92,97
844,00;92,98
843,00;92,98
842,00;93,00
841,00;93,01
840,00;93,01
839,00;93,00
838,00;92,98
837,00;92,97
836,00;92,97
835,00;92,97
834,00;92,98
833,00;92,99
832,00;92,99
831,00;93,00
830,00;93,00
829,00;92,99
828,00;92,97
827,00;92,94
826,00;92,92
825,00;92,90
824,00;92,87
823,00;92,85
822,00;92,81
821,00;92,78
820,00;92,75
819,00;92,72
818,00;92,70
817,00;92,67
816,00;92,62
815,00;92,56
814,00;92,48
813,00;92,39
812,00;92,30
811,00;92,23
810,00;92,20
809,00;92,21
808,00;92,26
807,00;92,31
806,00;92,36
805,00;92,40
804,00;92,41
803,00;92,40
802,00;92,40
801,00;92,40
800,00;92,39
799,00;92,38
798,00;92,36
797,00;92,35
796,00;92,34
795,00;92,32
794,00;92,31
793,00;92,29
792,00;92,27
791,00;92,25
790,00;92,24
789,00;92,21
788,00;92,18
787,00;92,12
786,00;92,04
785,00;91,94
784,00;91,83
783,00;91,72
782,00;91,67
781,00;91,67
780,00;91,72
779,00;91,79
778,00;91,86
777,00;91,91
776,00;91,94
775,00;91,95
774,00;91,94
773,00;91,91
772,00;91,89
771,00;91,86
770,00;91,83
769,00;91,80
768,00;91,75
767,00;91,70
766,00;91,64
765,00;91,58
764,00;91,48
763,00;91,36
762,00;91,24
761,00;91,15
760,00;91,11
759,00;91,13
758,00;91,17
757,00;91,22
756,00;91,27
755,00;91,30
754,00;91,34
753,00;91,35
752,00;91,35
751,00;91,34
750,00;91,30
749,00;91,27
748,00;91,22
747,00;91,16
746,00;91,09
745,00;91,01
744,00;90,93
743,00;90,83
742,00;90,72
741,00;90,62
740,00;90,53
739,00;90,46
738,00;90,39
737,00;90,28
736,00;90,13
735,00;89,91
734,00;89,61
733,00;89,20
732,00;88,61
731,00;87,86
730,00;87,06
729,00;86,42
728,00;86,11
727,00;86,12
726,00;86,31
725,00;86,46
724,00;86,41
723,00;86,06
722,00;85,47
721,00;84,89
720,00;84,68
719,00;85,03
718,00;85,78
717,00;86,63
716,00;87,31
715,00;87,75
714,00;88,01
713,00;88,17
712,00;88,25
711,00;88,30
710,00;88,33
709,00;88,34
708,00;88,32
707,00;88,28
706,00;88,25
705,00;88,20
704,00;88,14
703,00;88,06
702,00;87,99
701,00;87,92
700,00;87,83
699,00;87,72
698,00;87,61
697,00;87,48
696,00;87,32
695,00;87,12
694,00;86,89
693,00;86,64
692,00;86,39
691,00;86,17
690,00;86,01
689,00;85,91
688,00;85,87
687,00;85,89
686,00;85,97
685,00;86,08
684,00;86,19
683,00;86,28
682,00;86,34
681,00;86,38
680,00;86,38
679,00;86,36
678,00;86,31
677,00;86,24
676,00;86,15
675,00;86,04
674,00;85,93
673,00;85,84
672,00;85,79
671,00;85,79
670,00;85,84
669,00;85,87
668,00;85,79
667,00;85,61
666,00;85,47
665,00;85,39
664,00;85,33
663,00;85,31
662,00;85,32
661,00;85,36
660,00;85,41
659,00;85,48
658,00;85,56
657,00;85,65
656,00;85,72
655,00;85,80
654,00;85,86
653,00;85,91
652,00;85,92
651,00;85,92
650,00;85,92
649,00;85,92
648,00;85,91
647,00;85,89
646,00;85,87
645,00;85,83
644,00;85,77
643,00;85,73
642,00;85,71
641,00;85,70
640,00;85,67
639,00;85,65
638,00;85,62
637,00;85,59
636,00;85,53
635,00;85,48
634,00;85,44
633,00;85,40
632,00;85,35
631,00;85,30
630,00;85,27
629,00;85,23
628,00;85,18
627,00;85,13
626,00;85,08
625,00;85,01
624,00;84,93
623,00;84,84
622,00;84,75
621,00;84,66
620,00;84,57
619,00;84,49
618,00;84,43
617,00;84,38
616,00;84,34
615,00;84,30
614,00;84,26
613,00;84,20
612,00;84,13
611,00;84,06
610,00;84,02
609,00;84,00
608,00;83,98
607,00;83,97
606,00;83,97
605,00;83,96
604,00;83,93
603,00;83,90
602,00;83,87
601,00;83,82
600,00;83,77
599,00;83,72
598,00;83,70
597,00;83,67
596,00;83,63
595,00;83,59
594,00;83,56
593,00;83,54
592,00;83,51
591,00;83,48
590,00;83,48
589,00;83,48
588,00;83,47
587,00;83,47
586,00;83,48
585,00;83,49
584,00;83,48
583,00;83,48
582,00;83,49
581,00;83,50
580,00;83,48
579,00;83,45
578,00;83,44
577,00;83,44
576,00;83,43
575,00;83,43
574,00;83,42
573,00;83,37
572,00;83,29
571,00;83,22
570,00;83,16
569,00;83,10
568,00;83,02
567,00;82,92
566,00;82,80
565,00;82,64
564,00;82,44
563,00;82,24
562,00;82,04
561,00;81,85
560,00;81,66
559,00;81,50
558,00;81,41
557,00;81,36
556,00;81,32
555,00;81,29
554,00;81,27
553,00;81,25
552,00;81,20
551,00;81,15
550,00;81,11
549,00;81,09
548,00;81,08
547,00;81,09
546,00;81,14
545,00;81,22
544,00;81,31
543,00;81,42
542,00;81,56
541,00;81,70
540,00;81,82
539,00;81,96
538,00;82,11
537,00;82,23
536,00;82,31
535,00;82,35
534,00;82,38
533,00;82,39
532,00;82,39
531,00;82,38
530,00;82,39
529,00;82,38
528,00;82,37
527,00;82,37
526,00;82,39
525,00;82,41
524,00;82,42
523,00;82,42
522,00;82,43
521,00;82,44
520,00;82,45
519,00;82,47
518,00;82,51
517,00;82,53
516,00;82,53
515,00;82,56
514,00;82,63
513,00;82,69
512,00;82,73
511,00;82,74
510,00;82,75
509,00;82,73
508,00;82,68
507,00;82,63
506,00;82,60
505,00;82,58
504,00;82,58
503,00;82,59
502,00;82,63
501,00;82,65
500,00;82,64
499,00;82,63
498,00;82,67
497,00;82,75
496,00;82,83
495,00;82,91
494,00;82,99
493,00;83,02
492,00;83,02
491,00;83,02
490,00;83,07
489,00;83,15
488,00;83,25
487,00;83,34
486,00;83,42
485,00;83,48
484,00;83,51
483,00;83,53
482,00;83,55
481,00;83,55
480,00;83,52
479,00;83,51
478,00;83,54
477,00;83,57
476,00;83,58
475,00;83,60
474,00;83,65
473,00;83,70
472,00;83,72
471,00;83,76
470,00;83,84
469,00;83,91
468,00;83,95
467,00;83,95
466,00;83,96
465,00;83,97
464,00;83,94
463,00;83,90
462,00;83,87
461,00;83,87
460,00;83,87
459,00;83,86
458,00;83,85
457,00;83,81
456,00;83,76
455,00;83,77
454,00;83,79
453,00;83,74
452,00;83,59
451,00;83,43
450,00;83,35
449,00;83,32
448,00;83,27
447,00;83,26
446,00;83,30
445,00;83,35
444,00;83,37
443,00;83,38
442,00;83,40
441,00;83,39
440,00;83,33
439,00;83,26
438,00;83,25
437,00;83,27
436,00;83,31
435,00;83,38
434,00;83,50
433,00;83,63
432,00;83,72
431,00;83,83
430,00;83,97
429,00;84,08
428,00;84,10
427,00;84,10
426,00;84,13
425,00;84,16
424,00;84,14
423,00;84,15
422,00;84,28
421,00;84,47
420,00;84,62
419,00;84,68
418,00;84,71
417,00;84,68
416,00;84,59
415,00;84,56
414,00;84,67
413,00;84,85
412,00;85,00
411,00;85,14
410,00;85,31
409,00;85,45
408,00;85,42
407,00;85,26
406,00;85,06
405,00;84,87
404,00;84,73
403,00;84,78
402,00;85,03
401,00;85,25
400,00;85,28
